State,Year,Total Revenue,General Revenue,Total IG Revenue,Total Fed IG Revenue,Tot Local IG Rev,Gen Rev-Own Sources,Total Taxes,Property Tax (T01),Tot Sales & Gr Rec Tax,Total Gen Sales Tax (T09),Total Select Sales Tax,Motor Fuels Tax (T13),Alcoholic Beverage Tax (T10),Tobacco Tax (T16),Public Utility Tax (T15),Individual Income Tax (T40),Corp Net Income Tax (T41),Motor Vehicle License (T24),Tot Chgs and Misc Rev,Total General Charges,Chg-Total Education,Chg-Total High Ed,Chg-Hospitals (A36),Chg-Highways,Chg-Water Transport (A87),Chg-Total Nat Res,Chg-Parks & Recreation (A61),Chg-Housing & Comm Dev (A50),Chg-Sewerage (A80),Chg-Solid Waste Mgmt (A81),Misc General Revenue,Interest Revenue (U20),Special Assessments (U01),Prop Sale-Other (U11),Total Utility Revenue,Water Utility Revenue (A91),Electric Utility Rev (A92),Transit Utility Rev (A94),Liquor Stores Revenue (A90),Total Insur Trust Rev,Total Unemp Rev,Total Emp Ret Rev,Tot Oth In Trust Rev,Gas Utility Rev (A93),Tot Local IG Rev,Chg-Total High Ed
US,1902-01-01,192000.0,190000.0,9000.0,3000.0,6000,181000.0,156000.0,82000.0,28000.0,0.0,28000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0,0.0,0.0,0.0,6000,0.0
US,1913-01-01,376000.0,376000.0,16000.0,6000.0,10000,360000.0,301000.0,140000.0,55000.0,0.0,55000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10000,0.0
US,1922-01-01,1360000.0,1254000.0,126000.0,99000.0,27000,1128000.0,947000.0,348000.0,134000.0,0.0,134000.0,13000.0,0.0,0.0,0.0,43000.0,58000.0,0.0,181000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106000.0,0,29000.0,0.0,0.0,27000,0.0
US,1927-01-01,2152000.0,2015000.0,158000.0,107000.0,51000,1857000.0,1608000.0,370000.0,445000.0,0.0,445000.0,259000.0,0.0,0.0,0.0,70000.0,92000.0,0.0,249000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137000.0,0,40000.0,0.0,0.0,51000,0.0
US,1932-01-01,2541000.0,2423000.0,267000.0,222000.0,45000,2156000.0,1890000.0,328000.0,726000.0,7000.0,719000.0,527000.0,0.0,19000.0,0.0,74000.0,79000.0,0.0,266000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118000.0,0,54000.0,0.0,0.0,45000,0.0
US,1934-01-01,3421000.0,3212000.0,969000.0,933000.0,36000,2243000.0,1979000.0,273000.0,978000.0,173000.0,805000.0,565000.0,62000.0,25000.0,0.0,80000.0,49000.0,0.0,264000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,119000.0,0,64000.0,0.0,0.0,36000,0.0
US,1936-01-01,4023000.0,3672000.0,758000.0,719000.0,39000,2914000.0,2618000.0,228000.0,1394000.0,364000.0,1030000.0,687000.0,126000.0,44000.0,0.0,153000.0,113000.0,0.0,296000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183000.0,168000.0,23000,75000.0,0.0,0.0,39000,0.0
US,1938-01-01,5293000.0,4141000.0,681000.0,633000.0,48000,3460000.0,3132000.0,244000.0,1674000.0,447000.0,1227000.0,777000.0,176000.0,55000.0,0.0,218000.0,165000.0,0.0,328000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262000.0,890000.0,726000,85000.0,0.0,0.0,48000,0.0
US,1940-01-01,5737000.0,4382000.0,725000.0,667000.0,58000,3657000.0,3313000.0,260000.0,1852000.0,499000.0,1353000.0,839000.0,193000.0,97000.0,0.0,206000.0,155000.0,0.0,344000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281000.0,1074000.0,878000,108000.0,0.0,0.0,58000,0.0
US,1942-01-01,6870239.0,5131512.0,857633.0,801699.0,55934,4273879.0,3903386.0,264343.0,2217548.0,632286.0,1585262.0,940494.0,256618.0,129941.0,100085.0,249452.0,268722.0,0.0,370493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372733.0,1365994.0,1134327,115141.0,116526.0,0.0,55934,0.0
US,1944-01-01,7695348.0,5465177.0,980764.0,926252.0,54512,4484413.0,4071011.0,242571.0,2153410.0,720491.0,1432919.0,683925.0,267166.0,158682.0,125160.0,315814.0,446041.0,0.0,413402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528469.0,1701702.0,1405242,142303.0,154157.0,0.0,54512,0.0
US,1946-01-01,8575871.0,6283439.0,864483.0,801617.0,62866,5418956.0,4937065.0,249470.0,2803348.0,899051.0,1904297.0,885749.0,401631.0,197818.0,132184.0,389139.0,441750.0,0.0,481891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798050.0,1494382.0,1161817,193055.0,139510.0,0.0,62866,0.0
US,1948-01-01,11825714.0,9257015.0,1740073.0,1642706.0,97367,7516942.0,6743149.0,276442.0,4041866.0,1477677.0,2564189.0,1258659.0,425425.0,337413.0,154782.0,499445.0,584623.0,0.0,773793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857426.0,1711273.0,1202947,295858.0,212468.0,0.0,97367,0.0
US,1950-01-01,13902911.0,11261631.0,2422870.0,2275055.0,147815,8838761.0,7929881.0,307359.0,4669745.0,1670028.0,2999717.0,1544436.0,419594.0,414143.0,185175.0,724435.0,585783.0,0.0,908880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810432.0,1830848.0,1176413,424942.0,229493.0,0.0,147815,0.0
US,1951-01-01,15547313.0,12401746.0,2508140.0,2358888.0,149252,9893606.0,8932849.0,345981.0,5268091.0,1999654.0,3268437.0,1710160.0,468766.0,429969.0,199472.0,804876.0,687339.0,792547.0,960757.0,670945.0,372060.0,360215.0,90073.0,52566.0,15958.0,62488.0,0.0,0.0,0.0,0.0,289812.0,102795.0,0.0,10589.0,0.0,0.0,0.0,0.0,903891.0,2241676.0,1483395,500497.0,66286.0,0.0,149252,360215.0
US,1952-01-01,16814971.0,13428897.0,2485054.0,2328749.0,156305,10943843.0,9856970.0,369857.0,5730037.0,2228595.0,3501442.0,1870297.0,441559.0,448986.0,228488.0,913130.0,837763.0,865972.0,1086873.0,727525.0,381299.0,367271.0,97266.0,72421.0,16948.0,73969.0,0.0,0.0,0.0,0.0,359348.0,126236.0,0.0,15529.0,0.0,0.0,0.0,0.0,923871.0,2462203.0,1596627,578737.0,62402.0,0.0,156305,367271.0
US,1953-01-01,17978779.0,14511307.0,2761158.0,2570031.0,191127,11750149.0,10552194.0,364917.0,6208894.0,2432786.0,3776108.0,2018599.0,465359.0,468812.0,249015.0,968900.0,809955.0,948741.0,1197955.0,803722.0,410287.0,397505.0,110763.0,102883.0,20498.0,80533.0,0.0,0.0,0.0,0.0,394233.0,141938.0,0.0,13220.0,0.0,0.0,0.0,0.0,966863.0,2500609.0,1550653,634413.0,66634.0,0.0,191127,397505.0
US,1954-01-01,18833529.0,15299284.0,2882484.0,2667606.0,214878,12416800.0,11088934.0,390588.0,6573030.0,2539776.0,4033254.0,2218097.0,462564.0,463889.0,262654.0,1004448.0,771527.0,1030715.0,1327866.0,862596.0,425470.0,411694.0,125549.0,114954.0,22234.0,87738.0,0.0,0.0,0.0,0.0,465270.0,154356.0,0.0,16135.0,0.0,0.0,0.0,0.0,974186.0,2560059.0,1466120,756838.0,67091.0,0.0,214878,411694.0
US,1955-01-01,19666503.0,16193710.0,2988589.0,2762371.0,226218,13205121.0,11597462.0,412442.0,6863844.0,2636552.0,4227292.0,2353388.0,471220.0,458583.0,282819.0,1093808.0,736906.0,1110701.0,1607659.0,952883.0,478996.0,462593.0,139170.0,136129.0,22191.0,91076.0,0.0,0.0,0.0,0.0,654776.0,161463.0,0.0,14763.0,0.0,0.0,0.0,0.0,961873.0,2510920.0,1324816,836729.0,70516.0,0.0,226218,462593.0
US,1956-01-01,22201992.0,18392064.0,3295946.0,3026886.0,269060,15096118.0,13375451.0,467489.0,7801278.0,3036385.0,4764893.0,2687120.0,546469.0,514764.0,300210.0,1373530.0,889673.0,1207695.0,1720667.0,1093577.0,542272.0,523732.0,155281.0,179862.0,26326.0,98742.0,0.0,0.0,0.0,0.0,627090.0,204228.0,0.0,18056.0,0.0,0.0,0.0,0.0,1019026.0,2790902.0,1500425,919307.0,79143.0,0.0,269060,523732.0
US,1957-01-01,24655793.0,20381595.0,3927576.0,3500120.0,427456,16454019.0,14530749.0,479150.0,8435651.0,3373115.0,5062536.0,2828011.0,569184.0,556018.0,342620.0,1562900.0,984407.0,1288723.0,1923270.0,1239661.0,613186.0,594227.0,173226.0,227834.0,29846.0,102812.0,0.0,0.0,0.0,0.0,683609.0,236886.0,0.0,25575.0,0.0,0.0,0.0,0.0,1065103.0,3209095.0,1718716,1062898.0,83213.0,0.0,427456,594227.0
US,1958-01-01,26191199.0,21772434.0,4763802.0,4461303.0,302499,17008632.0,14919236.0,533334.0,8750259.0,3507220.0,5243039.0,2918768.0,566100.0,616218.0,344665.0,1544258.0,1017980.0,1319034.0,2089396.0,1400470.0,697571.0,678128.0,187792.0,276599.0,30336.0,112461.0,0.0,0.0,0.0,0.0,688926.0,266880.0,0.0,23049.0,0.0,0.0,0.0,0.0,1057656.0,3361109.0,1711030,1224092.0,86131.0,0.0,302499,678128.0
US,1959-01-01,29163981.0,24448293.0,6251893.0,5887522.0,364371,18196400.0,15848480.0,565934.0,9286650.0,3697358.0,5589292.0,3058304.0,598852.0,675239.0,352218.0,1763554.0,1000798.0,1390265.0,2347920.0,1575450.0,774138.0,754780.0,208555.0,329144.0,32696.0,125529.0,0.0,0.0,0.0,0.0,772470.0,247951.0,0.0,21440.0,0.0,0.0,0.0,0.0,1084861.0,3630827.0,1826501,1376258.0,97218.0,0.0,364371,754780.0
US,1960-01-01,32837660.0,27363390.0,6744599.0,6381646.0,362953,20618791.0,18035927.0,607399.0,10510481.0,4301997.0,6208484.0,3335356.0,650467.0,922519.0,365424.0,2209294.0,1179924.0,1467793.0,2582864.0,1782759.0,850360.0,838055.0,232600.0,381812.0,39208.0,101778.0,0.0,0.0,0.0,0.0,800105.0,323633.0,0.0,27156.0,0.0,0.0,0.0,0.0,1127555.0,4346715.0,2316441,1558234.0,109184.0,0.0,362953,838055.0
US,1961-01-01,34603216.0,28693474.0,6782269.0,6411801.0,370468,21911205.0,19057452.0,631333.0,11031259.0,4509536.0,6521723.0,3431242.0,688467.0,1000646.0,401091.0,2354622.0,1266250.0,1517350.0,2853753.0,1958807.0,966017.0,946759.0,257574.0,400881.0,40125.0,105808.0,0.0,0.0,0.0,0.0,894946.0,363835.0,0.0,39827.0,0.0,0.0,0.0,0.0,1119187.0,4790555.0,2510897,1744585.0,133292.0,0.0,370468,946759.0
US,1962-01-01,37596113.0,31157284.0,7480377.0,7107535.0,372842,23676907.0,20561100.0,640258.0,12038171.0,5111425.0,6926746.0,3664961.0,739524.0,1074599.0,419676.0,2727984.0,1307593.0,1550218.0,3115807.0,2197710.0,1098289.0,1078432.0,291518.0,435816.0,42611.0,110853.0,0.0,3494.0,0.0,0.0,918097.0,364960.0,7654.0,29225.0,0.0,0.0,0.0,0.0,1134357.0,5304472.0,2811803,1942414.0,134353.0,0.0,372842,1078432.0
US,1963-01-01,40992868.0,33882211.0,8242911.0,7831599.0,411312,25639300.0,22116681.0,688112.0,12872834.0,5539208.0,7333626.0,3851374.0,793442.0,1124253.0,437082.0,2955996.0,1505101.0,1642075.0,3522619.0,2461844.0,1259861.0,1238916.0,333499.0,461056.0,43255.0,117802.0,0.0,0.0,0.0,0.0,1060775.0,422652.0,0.0,33839.0,0.0,0.0,0.0,0.0,1161094.0,5949563.0,3171023,2135974.0,183239.0,0.0,411312,1238916.0
US,1964-01-01,45167369.0,37648232.0,9463824.0,9046343.0,417481,28184408.0,24242732.0,722427.0,13957051.0,6084000.0,7873051.0,4058748.0,863953.0,1196052.0,498102.0,3415035.0,1694905.0,1782506.0,3941676.0,2747183.0,1453855.0,1431255.0,353692.0,498913.0,50321.0,126362.0,0.0,0.0,0.0,0.0,1194493.0,464153.0,0.0,41750.0,0.0,0.0,0.0,0.0,1194696.0,6324441.0,3249702,2368728.0,207544.0,0.0,417481,1431255.0
US,1965-01-01,48826921.0,40929981.0,10320462.0,9873574.0,446888,30609519.0,26126080.0,766236.0,15058788.0,6711300.0,8347488.0,4299732.0,916953.0,1283693.0,498165.0,3657232.0,1928996.0,1869059.0,4483439.0,3123088.0,1711372.0,1686415.0,378979.0,555365.0,48673.0,134189.0,0.0,0.0,0.0,0.0,1360351.0,546118.0,0.0,44589.0,0.0,0.0,0.0,0.0,1270031.0,6626909.0,3233530,2638309.0,224761.0,0.0,446888,1686415.0
US,1966-01-01,55246097.0,46756897.0,12245732.0,11742779.0,502953,34511165.0,29379758.0,833955.0,17043680.0,7873187.0,9170493.0,4626586.0,984733.0,1541320.0,551730.0,4287842.0,2037592.0,2079189.0,5131407.0,3605576.0,2036121.0,2007632.0,426631.0,619973.0,55147.0,147545.0,0.0,0.0,0.0,0.0,1525831.0,661239.0,0.0,38582.0,0.0,0.0,0.0,0.0,1360891.0,7128309.0,3326194,2918437.0,326615.0,0.0,502953,2007632.0
US,1967-01-01,61081787.0,52070959.0,14289076.0,13616316.0,672760,37781883.0,31926135.0,861523.0,18574651.0,8922856.0,9651795.0,4837086.0,1041095.0,1614964.0,599925.0,4909140.0,2226633.0,2145940.0,5855748.0,4196803.0,2341647.0,2312878.0,528335.0,657600.0,59581.0,163786.0,0.0,5624.0,0.0,0.0,1658945.0,825990.0,15139.0,39831.0,0.0,0.0,0.0,0.0,1469585.0,7541243.0,3273376,3351328.0,299509.0,0.0,672760,2312878.0
US,1968-01-01,68459939.0,59132364.0,15934942.0,15227703.0,707239,43197422.0,36400150.0,911999.0,20978902.0,10441207.0,10537695.0,5178218.0,1137986.0,1886014.0,664374.0,6231032.0,2517596.0,2296573.0,6797272.0,4891292.0,2742252.0,2689987.0,741095.0,690705.0,67593.0,169636.0,0.0,0.0,0.0,0.0,1905980.0,926454.0,0.0,51946.0,0.0,0.0,0.0,0.0,1556753.0,7770822.0,2962834,3830753.0,321208.0,0.0,707239,2689987.0
US,1969-01-01,77584306.0,67311875.0,17775159.0,16907383.0,867776,49536716.0,41930697.0,981329.0,24049536.0,12443224.0,11606312.0,5644465.0,1245995.0,2056338.0,762693.0,7527498.0,3179765.0,2474636.0,7606019.0,5459667.0,3091235.0,3041254.0,785524.0,749291.0,70621.0,189261.0,0.0,0.0,0.0,0.0,2146352.0,1083198.0,0.0,55985.0,0.0,0.0,0.0,0.0,1663498.0,8608933.0,3038903,4508872.0,347514.0,0.0,867776,3041254.0
US,1970-01-01,88939284.0,77754639.0,20247919.0,19252499.0,995420,57506720.0,47961994.0,1091745.0,27253598.0,14177082.0,13076516.0,6282916.0,1420216.0,2308000.0,918363.0,9182862.0,3737944.0,2728377.0,9544726.0,6102052.0,3500110.0,3427743.0,873709.0,811635.0,71328.0,207306.0,0.0,0.0,0.0,0.0,3442674.0,1419746.0,0.0,49856.0,0.0,0.0,0.0,0.0,1747564.0,9437081.0,3089731,5205033.0,372661.0,0.0,995420,3427743.0
US,1971-01-01,97232928.0,85099057.0,23808822.0,22754486.0,1054336,61290235.0,51541233.0,1126248.0,29570418.0,15472998.0,14097420.0,6627533.0,1526698.0,2536326.0,1012445.0,10152745.0,3423897.0,2953136.0,9749002.0,7066417.0,4152190.0,4078440.0,1035621.0,866379.0,78357.0,235529.0,0.0,0.0,0.0,0.0,2682585.0,1548552.0,0.0,58598.0,0.0,0.0,0.0,0.0,1813615.0,10320256.0,3083855,5980836.0,392380.0,0.0,1054336,4078440.0
US,1972-01-01,112339315.0,98631995.0,27981259.0,26790503.0,1190756,70650736.0,59870369.0,1257173.0,33250447.0,17618951.0,15631496.0,7216216.0,1683998.0,2831122.0,1214652.0,12995916.0,4415838.0,3107801.0,10780367.0,7820345.0,4520706.0,4434776.0,1181123.0,909502.0,90075.0,255727.0,0.0,18304.0,0.0,0.0,2960022.0,1536349.0,20344.0,65711.0,0.0,0.0,0.0,0.0,1904190.0,11803130.0,3588185,6856691.0,441594.0,0.0,1190756,4434776.0
US,1973-01-01,129800071.0,113124636.0,32692300.0,31352925.0,1339375,80432336.0,68069264.0,1312371.0,37122569.0,19792894.0,17329675.0,8057793.0,1817302.0,3112378.0,1347134.0,15587082.0,5424994.0,3386193.0,12363072.0,8609093.0,4890679.0,4790736.0,1306088.0,974503.0,104798.0,275188.0,0.0,0.0,0.0,0.0,3753979.0,1920802.0,0.0,58869.0,0.0,0.0,0.0,0.0,1985380.0,14690055.0,4946841,8266976.0,428263.0,0.0,1339375,4790736.0
US,1974-01-01,140815514.0,122327392.0,33170233.0,31632094.0,1538139,89157159.0,74206938.0,1301298.0,40556197.0,22611751.0,17944446.0,8206632.0,1909154.0,3249794.0,1445412.0,17077931.0,6014518.0,3476572.0,14950221.0,9597392.0,5489639.0,5364003.0,1485660.0,1001704.0,117598.0,319550.0,0.0,0.0,0.0,0.0,5352829.0,3160701.0,0.0,66722.0,0.0,0.0,0.0,0.0,2049354.0,16438768.0,5710786,8918634.0,591107.0,0.0,1538139,5364003.0
US,1975-01-01,154632464.0,134611410.0,37827222.0,36147553.0,1679669,96784188.0,80154888.0,1451154.0,43346313.0,24780056.0,18566257.0,8255483.0,1963420.0,3285851.0,1740187.0,18818789.0,6642100.0,3655388.0,16629300.0,10436508.0,5750922.0,5624510.0,1750165.0,990966.0,130594.0,317782.0,0.0,0.0,0.0,0.0,6192792.0,3730753.0,0.0,67623.0,0.0,0.0,0.0,0.0,2129283.0,17891771.0,5711935,10182167.0,591692.0,0.0,1679669,5624510.0
US,1976-01-01,185213233.0,152117660.0,44716919.0,42012871.0,2704048,107400741.0,89255517.0,2117901.0,47390733.0,27332726.0,20058007.0,8659726.0,2057193.0,3462306.0,2060438.0,21447895.0,7272697.0,4045706.0,18145224.0,11652470.0,6347279.0,6211681.0,2115530.0,1053742.0,143985.0,358703.0,0.0,0.0,0.0,0.0,6492754.0,3386829.0,0.0,72731.0,0.0,0.0,0.0,0.0,2195974.0,30899599.0,16460190,12170709.0,601117.0,0.0,2704048,6211681.0
US,1977-01-01,204426221.0,169125766.0,48626923.0,45889689.0,2737234,120498843.0,101084645.0,2259796.0,52362328.0,30895901.0,21466427.0,9088264.0,2119750.0,3500226.0,2363347.0,25492510.0,9173809.0,4243188.0,19414198.0,12076129.0,6817743.0,6677919.0,2370268.0,1106163.0,167745.0,365717.0,191450.0,44341.0,3657.0,0.0,7338069.0,3475494.0,22090.0,106107.0,691726.0,6235.0,377468.0,308023.0,2244065.0,32364664.0,15213308,14440542.0,671476.0,0.0,2737234,6677919.0
US,1978-01-01,225011116.0,189099414.0,53461185.0,50199706.0,3261479,135638229.0,113261134.0,2364183.0,58270203.0,35279902.0,22990301.0,9501349.0,2286383.0,3653733.0,2616805.0,29104822.0,10738296.0,4473527.0,22377095.0,13554485.0,7658453.0,7502305.0,2720789.0,1169550.0,182220.0,387292.0,263571.0,58045.0,2989.0,0.0,8822610.0,4390215.0,27666.0,79347.0,962069.0,7094.0,633335.0,321640.0,2387925.0,32561708.0,13083356,16025843.0,803276.0,0.0,3261479,7502305.0
US,1979-01-01,246961795.0,207950703.0,57087395.0,54548137.0,2539258,150863308.0,124865493.0,2490112.0,63668351.0,39505479.0,24162872.0,9980104.0,2400322.0,3640466.0,2933293.0,32622451.0,12127524.0,4779116.0,25997815.0,14859270.0,8308280.0,8090234.0,3034356.0,1229545.0,211635.0,432628.0,281284.0,74934.0,3253.0,0.0,11138545.0,6288562.0,27180.0,88304.0,1136566.0,7831.0,792617.0,336118.0,2504487.0,35370039.0,12866334,18341129.0,886491.0,0.0,2539258,8090234.0
US,1980-01-01,276961730.0,233592124.0,64326479.0,61892384.0,2434095,169265645.0,137075178.0,2892105.0,67854790.0,43167534.0,24687256.0,9721569.0,2477569.0,3737798.0,3358768.0,37089481.0,13321331.0,4935633.0,32190467.0,16544821.0,9266687.0,9095630.0,3496929.0,1240720.0,248939.0,480173.0,283525.0,102231.0,3568.0,0.0,15645646.0,8858600.0,33269.0,86727.0,1303584.0,9462.0,931848.0,362274.0,2765441.0,39300581.0,13468404,21145878.0,1082030.0,0.0,2434095,9095630.0
US,1981-01-01,310827996.0,258159197.0,70785710.0,67867768.0,2917942,187373487.0,149737943.0,2949281.0,72751233.0,46412126.0,26339107.0,9733528.0,2613421.0,3893171.0,4295626.0,40895235.0,14143497.0,5266082.0,37635544.0,18774872.0,10517439.0,10311975.0,4084886.0,1338782.0,266960.0,567342.0,326420.0,108753.0,3365.0,0.0,18860672.0,9756008.0,34749.0,79088.0,1823132.0,18619.0,1309172.0,495341.0,2804838.0,48040829.0,18442680,25122412.0,896589.0,0.0,2917942,10311975.0
US,1982-01-01,330898732.0,275111180.0,69165793.0,66026345.0,3139448,205945387.0,162607135.0,3115511.0,78788928.0,50356889.0,28432039.0,10473023.0,2722195.0,3955155.0,4894702.0,45667517.0,14001709.0,5548666.0,43338252.0,21043167.0,11933099.0,11799174.0,4672341.0,1430517.0,298666.0,603415.0,369521.0,107006.0,3576.0,0.0,22295085.0,12043448.0,41591.0,133476.0,2085218.0,21237.0,1466821.0,597160.0,2854338.0,50847996.0,16854013,29034773.0,965845.0,0.0,3139448,11799174.0
US,1983-01-01,357661062.0,290479711.0,72727525.0,68985473.0,3742052,217752186.0,171440020.0,3280844.0,83894609.0,53639404.0,30255205.0,10793330.0,2743092.0,4000992.0,5620815.0,49788567.0,13152503.0,5784050.0,46312166.0,23182046.0,13125756.0,12964389.0,5308507.0,1531959.0,283985.0,636764.0,402600.0,146971.0,7239.0,0.0,23130120.0,12184968.0,55501.0,81827.0,2390417.0,30191.0,1686941.0,673285.0,2819175.0,61971759.0,21479719,35235959.0,1095657.0,0.0,3742052,12964389.0
US,1984-01-01,397086640.0,330740178.0,81449805.0,76140229.0,5309576,249290373.0,196795248.0,3861655.0,95801167.0,62563602.0,33237565.0,12395562.0,2900195.0,4149028.0,5875048.0,58942227.0,15511378.0,6353571.0,52495125.0,25737868.0,14592759.0,14413900.0,5730922.0,1683334.0,314653.0,706783.0,444719.0,203722.0,2490.0,0.0,26757257.0,13270256.0,78106.0,157575.0,2638051.0,32419.0,1863701.0,741931.0,2758851.0,60949560.0,16671450,38563631.0,1322971.0,0.0,5309576,14413900.0
US,1985-01-01,439416467.0,365834969.0,89886724.0,84433788.0,5452936,275948245.0,215893155.0,3984180.0,105419355.0,69632708.0,35786647.0,13344397.0,3031347.0,4362083.0,6202564.0,63907951.0,17631194.0,7162686.0,60055090.0,27497810.0,15685654.0,15465649.0,5842181.0,1835441.0,335064.0,770974.0,496864.0,218271.0,2646.0,0.0,32557280.0,16218497.0,89018.0,174809.0,2920535.0,32593.0,2040606.0,847336.0,2753464.0,67907499.0,17595809,43993141.0,1333914.0,0.0,5452936,15465649.0
US,1986-01-01,481307474.0,393503416.0,98573784.0,92666253.0,5907531,294929632.0,228081788.0,4352932.0,112376718.0,74805816.0,37570902.0,14126153.0,3072009.0,4449756.0,6001473.0,67416629.0,18405994.0,7673270.0,66847844.0,29987167.0,17162653.0,16959897.0,6299880.0,1947691.0,323919.0,807464.0,519435.0,228281.0,1727.0,0.0,36860677.0,17745492.0,142093.0,136581.0,2907292.0,58599.0,1970334.0,878118.0,2806824.0,82089942.0,18172788,56820176.0,1428256.0,241.0,5907531,16959897.0
US,1987-01-01,516793232.0,419063001.0,102380659.0,95462932.0,6917727,316682342.0,246509508.0,4700120.0,119365418.0,79230293.0,40135125.0,15707472.0,3108918.0,4591453.0,6030772.0,76216412.0,20477137.0,8348988.0,70172834.0,31900381.0,18116213.0,17883956.0,6758633.0,2085462.0,332588.0,797642.0,567391.0,213777.0,2201.0,0.0,38272453.0,18828741.0,129027.0,234114.0,2964381.0,68586.0,1909312.0,986242.0,2832566.0,91933284.0,18839350,64659506.0,1952768.0,241.0,6917727,17883956.0
US,1988-01-01,541425816.0,445138028.0,107241354.0,100478229.0,6763125,337896674.0,264145836.0,5021399.0,130330397.0,87079049.0,43251348.0,17210686.0,3188780.0,4841851.0,6179300.0,80133347.0,21607415.0,8847785.0,73750838.0,34421214.0,19324382.0,19033036.0,7416673.0,2289384.0,351291.0,836832.0,628095.0,197274.0,3001.0,16887.0,39329624.0,22986446.0,136048.0,211379.0,3029871.0,71631.0,1990467.0,967543.0,2766552.0,90491365.0,17186667,63555717.0,2375921.0,230.0,6763125,19033036.0
US,1989-01-01,586930723.0,482721055.0,115765232.0,108235243.0,7529989,366955823.0,284412634.0,5292776.0,138569077.0,93489922.0,45079155.0,18105711.0,3117812.0,5053660.0,6201854.0,88817680.0,23865597.0,9391730.0,82543189.0,38552780.0,21502339.0,21166462.0,8526386.0,2434310.0,344162.0,954464.0,707870.0,179305.0,4378.0,82325.0,43990409.0,25217635.0,100979.0,184264.0,3247787.0,89064.0,2114294.0,1038504.0,2787704.0,98174177.0,19639823,67964005.0,2319561.0,5925.0,7529989,21166462.0
US,1990-01-01,632171562.0,517429481.0,126328829.0,118352725.0,7976104,391100652.0,300488565.0,5848175.0,147069349.0,99701944.0,47367405.0,19379238.0,3191150.0,5540620.0,6513510.0,96076243.0,21751119.0,9847862.0,90612087.0,42745259.0,23584908.0,23224358.0,9387806.0,2589956.0,354868.0,1347079.0,748433.0,189679.0,17494.0,206913.0,47866828.0,27370199.0,145941.0,246138.0,3305135.0,109606.0,2116218.0,1074060.0,2907386.0,108529560.0,18369719,78897842.0,2212353.0,5251.0,7976104,23224358.0
US,1991-01-01,659948013.0,551721744.0,143533607.0,134926318.0,8607289,408188137.0,310561109.0,6227751.0,153534721.0,103165478.0,50369243.0,20638959.0,3400402.0,5980154.0,6752384.0,99278910.0,20356868.0,10131352.0,97627028.0,47334317.0,25907049.0,25472915.0,10875210.0,2826149.0,382335.0,1335344.0,795532.0,190917.0,16087.0,222845.0,50292711.0,27764282.0,102720.0,144068.0,3460359.0,113813.0,2216170.0,1123090.0,3013416.0,101752494.0,17951796,71112560.0,2430471.0,7286.0,8607289,25472915.0
