State,Year,Civilian Non-institutional Population,Labor Force,Employed,Unemployed,Labor Force Participation Rate,Unemployment Rate
WY,1991-12-31,333564.08,236823.0,225075.17,11747.83,71.02,4.96
WY,1992-12-31,339655.0,239165.25,226218.42,12946.83,70.42,5.41
WY,1993-12-31,346079.67,243419.58,230447.25,12972.33,70.32,5.33
WY,1994-12-31,352920.5,249785.42,237559.17,12226.25,70.78,4.9
WY,1995-12-31,358595.08,253183.5,241080.92,12102.58,70.62,4.78
WY,1996-12-31,363019.33,255093.33,242351.17,12742.17,70.27,4.99
WY,1997-12-31,365527.33,256185.67,243996.75,12188.92,70.09,4.76
WY,1998-12-31,366951.5,260316.83,247885.17,12431.67,70.95,4.78
WY,1999-12-31,369959.42,263809.83,251404.75,12405.08,71.3,4.7
WY,2000-12-31,372818.25,265724.58,255751.0,9973.58,71.27,3.75
WY,2001-12-31,375042.5,268293.17,258097.75,10195.42,71.54,3.8
WY,2002-12-31,379313.58,269452.75,258627.33,10825.42,71.03,4.02
WY,2003-12-31,382581.17,272750.58,260956.5,11794.08,71.3,4.32
WY,2004-12-31,386203.75,274688.25,264165.0,10523.25,71.13,3.83
WY,2005-12-31,389945.17,279076.83,269185.42,9891.42,71.58,3.54
WY,2006-12-31,396036.08,284852.67,276281.75,8570.92,71.92,3.01
WY,2007-12-31,403553.83,290923.0,283123.75,7799.25,72.1,2.68
WY,2008-12-31,410859.58,296552.0,287825.42,8726.58,72.18,2.94
WY,2009-12-31,418116.33,299960.92,281215.75,18745.17,71.74,6.25
WY,2010-12-31,430897.17,301903.17,280956.42,20946.75,70.08,6.94
WY,2011-12-31,437131.75,302860.33,284260.33,18600.0,69.27,6.14
WY,2012-12-31,443927.92,303803.17,287142.25,16660.92,68.42,5.48
WY,2013-12-31,448554.33,302209.42,287870.42,14339.0,67.37,4.74
WY,2014-12-31,449699.5,302865.08,289698.58,13166.5,67.36,4.35
WY,2015-12-31,451235.17,301676.75,288926.92,12749.83,66.83,4.23
WY,2016-12-31,450991.58,300464.42,284449.75,16014.67,66.62,5.33
WY,2017-12-31,445795.67,293841.25,281119.58,12721.67,65.91,4.33
WY,2018-12-31,445661.33,292594.75,280732.33,11862.42,65.64,4.05
WY,2019-12-31,447439.75,294067.42,283110.92,10956.5,65.73,3.72
WY,2020-12-31,449817.83,293549.75,276277.25,17272.5,65.26,5.88
WY,2021-12-31,453173.83,288821.5,275691.42,13130.08,63.73,4.54
WY,2022-12-31,457196.5,292696.75,282674.92,10021.83,64.01,3.42
WY,2023-12-31,461705.42,295266.25,286705.83,8560.42,63.96,2.9
WY,2024-12-31,465768.56,293861.22,285323.78,8537.44,63.08,2.91
