,count,mean,std,min,25%,50%,75%,max
Effective Federal Funds Rate (%),213.0,1.3711673301457488,1.6037044538179348,0.04900000000000003,0.13806451612903223,0.7861290322580645,2.009677419354839,5.258928571428571
Currency in Circulation / Total Assets,213.0,55.40474389957884,26.949376165119006,27.433061702713097,34.7993344937514,40.57705751420884,92.95030106440416,95.2696520729274
Loss Function,213.0,-9.094255000571252,14.583257924794923,-117.8176217724303,-13.870590377918965,-2.3976277940509165,-0.3775110978871099,0.24141771939441262
Unemployment Loss,213.0,2.1633802816901415,2.063787466886374,-0.5,0.7000000000000002,1.5,3.7,10.8
Inflation Loss,213.0,-0.27332021088870223,0.40075933113858114,-1.3744782916494929,-0.5015931337371198,-0.29369640173282185,0.040523855719200697,0.6702209370623065
