DATE,A,C,FFR,LF
2012-03-31,-0.017813095491527875,-0.0027092353159661187,0.0011234705228031217,0.6994788695763354
2012-04-30,0.028339712462367217,-0.013367874637295607,-0.01042195031516499,-0.6989170780540359
2012-05-31,-0.006063290177905856,0.008344967425728989,0.00391397849462366,-0.025593119894709915
2012-06-30,0.004820375006904243,0.0020930840270203532,-0.010612903225806464,0.02704330206663208
2012-07-31,-0.011420334786212294,-0.0007786354134529105,-0.011075268817204303,-0.016330007042864025
2012-08-31,-0.001754414114101266,-0.0030766344071482266,-0.018978494623655917,0.615743493216522
2012-09-30,0.007907294140869325,0.010288843319664842,0.036268817204301085,1.3591539096148022
2012-10-31,0.007587033034235802,-0.00959504140920231,0.001978494623655902,-1.870701670094613
2012-11-30,-0.0011777261274179551,0.007427908227568558,-0.011774193548387074,0.48421644522740337
2012-12-31,-0.004044672589108345,-0.011276358127481956,0.0015698924731182562,-1.8368968437222488
2013-01-31,0.0029456069110072036,0.0022168120553764936,-0.025784946236559136,0.5611474078257856
2013-02-28,0.004922389059061061,0.004683340207645159,0.024354838709677445,2.5596638290294216
2013-03-31,-0.013241372025127873,0.003530977599652374,-0.003870967741935516,-0.7764691921507296
2013-04-30,-0.002384003968744608,-0.009376506043991206,0.002903225806451609,-1.7155797052622699
2013-05-31,0.002385731939501312,0.007027943988058283,-0.03741935483870966,1.2164865336013566
2013-06-30,-0.0016632169429193766,-0.0037899146673172623,0.02060215053763441,-0.5040212061092424
2013-07-31,0.0058012348657392465,0.003499886752458714,0.014279569892473129,1.0272655921004503
2013-08-31,-0.004093855929179213,-0.005762916629581838,-0.00859139784946239,-0.537227841130723
2013-09-30,-0.007921168728259431,0.008330798677095075,0.006774193548387111,-0.5649193163075727
2013-10-31,0.020720760073775324,-0.004804452565326578,0.009999999999999995,-0.016781854055010648
2013-11-30,-0.014849893000153713,0.0006247723963932472,-0.009860215053763444,1.4882302994219065
2013-12-31,0.0018037580723753166,0.0013778694601738195,0.0035913978494623716,-0.5760326559208719
2014-01-31,-0.004202444689779483,-0.008218633590592717,-0.014376344086021495,-0.587268485352701
2014-02-28,0.0046537479220774,0.010299353409999767,0.008364055299539153,-0.7399266462656309
2014-03-31,-0.00011465121233911191,0.010778611426313311,0.016820276497695852,0.5388418999744271
2014-04-30,0.0020547279757234804,-0.02696796134590329,0.0006328725038402538,1.7356602848763218
2014-05-31,-0.00571013154751121,0.01032540897695533,-0.015505376344086039,-2.098190559121624
2014-06-30,-0.00023929014378154534,0.00028543382763590586,0.011806451612903252,0.846384683100248
2014-07-31,0.00811112318385554,0.003458418935627705,-0.013268817204301092,-0.8356707870446063
2014-08-31,-0.007910962131026267,-0.0037366982329691822,0.0017956989247311927,0.5100587463193333
2014-09-30,0.004231485665837198,0.002621936944367853,0.00317204301075269,0.2818399742270783
2014-10-31,0.003767486652829888,-0.0004638832602275045,0.00043010752688170395,-0.1737134706436554
2014-11-30,-0.006386197420866324,0.009357314018599183,0.00226881720430111,-0.6296469119441261
2014-12-31,0.0009051910074990843,-0.008166073267550367,0.02761290322580641,0.6363976792133164
2015-01-31,0.0027780209980949877,-0.009160813398990442,-0.03832258064516127,-0.6862637821272775
2015-02-28,-0.005091031211366115,0.008745335633202345,0.003617511520737332,0.7411146465499154
2015-03-31,0.005260152180348143,0.003415343155598549,0.006313364055299517,-0.30691770958582953
2015-04-30,-0.00013123643733514712,-0.010398109980785719,0.00957450076804918,-0.1353686167347532
2015-05-31,0.0002496069027699832,0.005822823861615589,-0.013204301075268834,-0.3766356538802196
2015-06-30,-0.00020052284126492737,-0.001851080529060134,0.007215053763440865,0.8769021283316005
2015-07-31,0.001596822527508479,0.0037264757559354322,-0.004451612903225821,-0.5024942025195941
2015-08-31,-0.004888068321912797,-0.0002797379059016336,0.006419354838709701,0.18240944249040647
2015-09-30,0.0036181849236047725,0.0013467255506665055,-0.009806451612903222,-0.0667870727434815
2015-10-31,0.0014949167354405546,-0.0034956157945122968,-0.010387096774193569,-0.20714082838654346
2015-11-30,-0.0067234210530173755,0.0037769981074085024,0.0065698924731182745,0.04302005720972857
2015-12-31,0.006368585855664577,-0.0025503562128141866,0.12886021505376344,0.10925841884597454
2016-01-31,-0.0011372970938303695,-0.0072178699093941034,-0.020720430107526874,0.38711365506919077
2016-02-29,-0.0025566086428963075,0.007892097416166699,-0.06998887652947719,-0.3820280023521941
2016-03-31,0.002294180488716435,0.007605944944633514,-0.04518353726362628,-0.1057223574028302
2016-04-30,0.00038300367251054013,-0.014299541719168474,0.015989618094178704,0.08637115579838656
2016-05-31,-0.004831342573472952,0.0047454731389864335,-0.0032473118279569,0.19622490056978542
2016-06-30,0.0063537964994626606,0.0010779683419785968,0.012677419354838626,-0.2505350449249645
2016-07-31,-0.0010950459504144305,-0.00033311371893063324,0.0014408602150538519,0.1569483419240952
2016-08-31,-0.0032004656108348684,-0.00352215699666214,-0.008784946236559232,-0.07511423525854632
2016-09-30,0.002932747053751683,0.007346520199587481,-0.005602150537634354,-0.11334389926917302
2016-10-31,-0.0025855222263384547,-0.0038266805974256357,0.0005591397849461499,0.20069523518431098
2016-11-30,0.001886898813333815,0.005065464362380645,0.01009677419354843,-0.08752131597780602
2016-12-31,0.0018616702667131335,-0.006162024393527865,0.12311827956989257,-0.014209674100863774
2017-01-31,-0.0046355596398584,-0.0024121694608494337,-0.023655913978494758,-0.007393196087351152
2017-02-28,0.004327389494875433,0.00033350105962792753,-0.10256912442396304,-0.0075783301108193896
2017-03-31,-0.0008308261588609867,0.01819644031920742,0.1222350230414746,-0.023509364636287812
2017-04-30,-0.0008370183826844624,-0.021531192188385617,-0.019472350230414714,0.0037769505298450995
2017-05-31,-0.004487470680846428,0.004334718687261763,-0.0984516129032258,-0.030249724876488318
2017-06-30,0.006233076163125517,0.0013394891167832768,0.1211612903225806,0.1054476126321944
2017-07-31,-0.0021876331446026853,0.0012827915137512136,-0.021935483870967998,-0.14890193332991977
2017-08-31,-0.0012092543030863823,-0.003206866219532145,-0.10419354838709638,-0.030312850536373434
2017-09-30,0.0019617925254546975,0.009563906307139547,-0.010215053763441118,0.17655823171443277
2017-10-31,0.0007777585464214809,-0.011683649403604335,0.004301075268817511,0.09892077358999012
2017-11-30,-0.004812420955397911,0.007572994850795212,0.0025913978494622736,-0.1469172396187884
2017-12-31,0.005300399759217811,-0.00025866032832944086,0.14148387096774195,0.08132255326401551
2018-01-31,-0.00294995079512006,-0.005722582861412029,-0.03170967741935504,0.03830481128177324
2018-02-28,-0.0021288986126446474,0.0023747942739138495,-0.10991935483870963,-0.24024476586875076
2018-03-31,0.004704932770204451,0.008418495646335344,0.08564516129032262,0.2662668985699828
2018-04-30,-0.0017683548216069767,-0.013343055144807714,0.09757526881720424,-0.16839406694571835
2018-05-31,-0.004749706764703987,0.008507235103048849,-0.17853763440860204,0.2828833847912599
2018-06-30,0.007668304183553687,-0.0027831310477326454,0.11199999999999988,-0.5590202577266099
2018-07-31,-0.003124245712177398,-0.0012345783638201269,-0.02933333333333321,0.5611758043930527
2018-08-31,-0.0044512569763384136,-0.0015473837383455091,-0.08549462365591398,-0.29613821315938305
2018-09-30,0.008710419018111537,0.009905410508229906,0.034989247311828064,0.18455125375024806
2018-10-31,-0.0048393219019118305,-0.012307040494573762,0.19324731182795696,-0.3465116246950589
2018-11-30,-0.0009913770920579879,0.009577747892942412,-0.2231505376344085,0.18041366349331633
2018-12-31,0.0033715918373200537,-0.007688066767683743,0.06660215053763396,-0.14702795431758747
2019-01-31,5.641762217400981e-05,0.002214456134902676,0.04927956989247306,-0.0015653947210577113
2019-02-28,-0.005055823483338884,-0.0013495993209335921,-0.12580645161290294,0.34852756385916267
2019-03-31,0.005974580247762873,0.010629665176400849,0.005161290322580836,-0.2717788286633213
2019-04-30,-0.000807756812397642,-0.010385135925296218,0.013344086021505497,0.4674342114378953
2019-05-31,-0.009216122572698993,0.0017665345333313098,-0.05120430107526941,-0.45273037962266793
2019-06-30,0.01577071777392902,0.0006093373508528899,0.01939784946236589,0.10714935403111203
2019-07-31,-0.010410239131653398,0.0022289668505379723,0.03853763440860192,-0.23211067316528988
2019-08-31,0.0042799751823405785,-0.006030054373565186,-0.3023333333333329,0.20566495562829823
2019-09-30,0.015485259626725423,0.010422128710342982,0.19429032258064494,0.26855004055496845
2019-10-31,0.01487070013755698,-0.010298331519583925,-0.1305161290322583,-0.49396338631846504
2019-11-30,-0.055794554225769843,0.009055171392044592,-0.06302150537634366,0.06591240325359238
2019-12-31,0.023405856979268336,-0.009432492449034768,0.27397849462365564,0.1809701716453882
2020-01-31,-0.007396854903795713,0.0020213883830342283,0.0020430107526880903,0.2101858293852209
2020-02-29,-0.00043368435688329043,-0.0020913576096592834,0.032780867630701094,-0.20680973917726952
