DATE,FFR,C,A,LF,$\pi$,U
2003-01-31,1.2351612903225806,0.004335777847572331,-0.0014920180643489545,-5.687244933678997,-3.9972449336789975,1.6899999999999995
2003-02-28,1.2621428571428572,0.0006192414633652277,-0.004691980721405642,-5.9544965007912865,-3.9944965007912856,1.960000000000001
2003-03-31,1.2529032258064516,0.005253285474244862,0.0032183925485167464,-5.9536049451685376,-3.9936049451685367,1.960000000000001
2003-04-30,1.258,0.005315567402222499,0.018178445451267677,-6.245552637845419,-3.9955526378454187,2.25
2003-05-31,1.2590322580645161,0.0050318177398072095,0.0019407789431760136,-6.554235732302958,-3.9942357323029594,2.5599999999999987
2003-06-30,1.2226666666666666,0.0020720096514068587,0.000478988899153876,-7.237733871523693,-3.997733871523693,3.2399999999999993
2003-07-31,1.011290322580645,0.0033234521311786835,0.003978002742995201,-6.880058452423052,-3.990058452423051,2.8900000000000006
2003-08-31,1.0290322580645161,0.0006328505809136686,-0.0019430824968615923,-6.555483468670167,-3.9954834686701686,2.5599999999999987
2003-09-30,1.01,0.00431271812320233,0.004031558828755166,-6.554408830531051,-3.994408830531052,2.5599999999999987
2003-10-31,1.01,0.0043009059685203965,0.005182477400950347,-6.242683012119229,-3.9926830121192287,2.25
2003-11-30,0.996,0.00795882585742902,0.0009804869056111443,-5.684520403379265,-3.994520403379265,1.6899999999999995
2003-12-31,0.9841935483870967,0.01389966092886219,0.01593064146607226,-5.434995161631711,-3.9949951616317105,1.4400000000000004
2004-01-31,0.9970967741935484,-0.0034116073503245303,0.00016930440179052653,-5.429779278902549,-3.989779278902548,1.4400000000000004
2004-02-29,1.007241379310345,-0.000703923482559432,-0.008316740288240254,-5.203524888355821,-3.993524888355821,1.2099999999999993
2004-03-31,1.0016129032258065,0.0009437539437460174,0.002509638572741224,-5.683303103899451,-3.9933031038994513,1.6899999999999995
2004-04-30,1.004,0.0039911244793344736,0.00875529404812525,-5.199607254902376,-3.989607254902377,1.2099999999999993
2004-05-31,1.0045161290322582,0.004039108632181154,0.0009596119537444991,-5.204534411570986,-3.994534411570987,1.2099999999999993
2004-06-30,1.0256666666666667,0.009346410788992898,0.01001147094095245,-5.203664062011004,-3.993664062011005,1.2099999999999993
2004-07-31,1.2635483870967743,0.01148374036080213,0.007118158038281308,-4.995242617690255,-3.9952426176902547,1.0
2004-08-31,1.4293548387096775,-0.00028241907435244684,-0.006462382242094833,-4.808476678462036,-3.998476678462035,0.8100000000000006
2004-09-30,1.605,0.00479261347293658,0.019515230633446734,-4.802533056238304,-3.9925330562383032,0.8100000000000006
2004-10-31,1.7609677419354839,0.0036069841131158853,0.0026622586205089505,-4.991306821737435,-3.9913068217374352,1.0
2004-11-30,1.932,0.00775149601360603,0.013080507410174746,-4.801417317720805,-3.991417317720804,0.8100000000000006
2004-12-31,2.1561290322580646,0.009085737269259653,0.012694819843826366,-4.8048672706557065,-3.9948672706557056,0.8100000000000006
2005-01-31,2.2793548387096774,-0.004254350878760249,-0.002323975971878056,-4.625653334673497,-3.985653334673497,0.6399999999999997
2005-02-28,2.501785714285714,0.00025689951088736507,-0.008133648423283901,-4.803389088771672,-3.993389088771671,0.8100000000000006
2005-03-31,2.629032258064516,0.0022544838386764354,0.002389041854129914,-4.480128818784908,-3.9901288187849073,0.49000000000000027
2005-04-30,2.7849999999999997,0.0020941158714791186,0.001474851954093026,-4.485366979379688,-3.995366979379688,0.49000000000000027
2005-05-31,3.00258064516129,0.0006956951080230311,0.002445815496432857,-4.351838954679271,-3.9918389546792707,0.3599999999999996
2005-06-30,3.0356666666666663,0.007675873914077869,0.008675012407833194,-4.247237154581491,-3.9972371545814904,0.25
2005-07-31,3.2625806451612904,0.005054927672651033,0.0033498531214632976,-4.244119476142638,-3.9941194761426373,0.25
2005-08-31,3.4996774193548386,-0.0006545989639867855,-0.0002799121128589377,-4.156746277380209,-3.996746277380208,0.16000000000000028
2005-09-30,3.6229999999999998,0.005998694983986752,0.0067915887568918976,-4.241159123583927,-3.9911591235839263,0.25
2005-10-31,3.7793548387096774,0.0011364866934489015,-0.001816570249969729,-4.238573804411118,-3.988573804411118,0.25
2005-11-30,3.999,0.007523136424874011,0.008501707194151109,-4.239770393322644,-3.9897703933226434,0.25
2005-12-31,4.1570967741935485,0.011190807254823909,0.016627661547390815,-4.15587808994123,-3.99587808994123,0.16000000000000028
2006-01-31,4.285161290322581,0.004440639672518287,-0.004193330911977711,-4.031012013778499,-3.9910120137784983,0.04000000000000007
2006-02-28,4.491428571428572,-0.0018378701405268316,-0.0032747794246077433,-4.0835722173509685,-3.9935722173509682,0.0899999999999999
2006-03-31,4.589354838709677,0.004494213727802787,0.005801770767975611,-4.029001720925411,-3.9890017209254105,0.04000000000000007
2006-04-30,4.790333333333334,0.0020613393236050825,-0.0006701657836067909,-4.027791374461702,-3.987791374461702,0.04000000000000007
2006-05-31,4.940322580645161,0.004747842040854877,0.005185769967196663,-3.9999931909681847,-3.989993190968185,0.009999999999999929
2006-06-30,4.991,-1.0764174222188672e-05,0.004248538154897119,-3.999929994476219,-3.989929994476219,0.009999999999999929
2006-07-31,5.235161290322581,0.0020387181001009225,0.0009876474004038016,-4.036074528740687,-3.9960745287406865,0.04000000000000007
2006-08-31,5.2464516129032255,-0.0029161675464841608,-0.0029121066619648417,-4.0318987334856144,-3.991898733485614,0.04000000000000007
2006-09-30,5.254666666666666,0.0010939696218414952,-7.697672597117844e-07,-3.9936706075554693,-3.9936706075554693,0.0
2006-10-31,5.245161290322581,-0.00041545793661157404,0.0061510266210991205,-3.982804097669121,-3.992804097669121,-0.009999999999999929
2006-11-30,5.245666666666667,0.008030174564414239,0.010166877534031116,-3.9980709580449565,-3.9980709580449565,0.0
2006-12-31,5.2380645161290325,0.010912495347243478,0.005175834785223543,-3.984657294838206,-3.994657294838206,-0.009999999999999929
2007-01-31,5.248387096774193,-0.0005904804893557269,-0.0017379780024633362,-3.9938076503850097,-3.98380765038501,0.009999999999999929
