DATE,FFR,C,A,LF,$\pi_{Loss}$,$U_{Loss}$
2010-01-31,-0.005258064516129077,-0.016111724542241745,-0.0548807282061059,2.1515523557675493,-0.008447644232437934,-2.159999999999993
2010-02-28,0.03162211981566822,0.033064954536213165,0.007644758643928995,-2.147401699717882,-0.007401699717902499,2.1399999999999935
2010-03-31,-0.0028341013824884492,-0.030273389704163378,0.030380350556134417,0.009683694658399133,0.009683694658412456,0.0
2010-04-30,-0.025929339477726618,0.008248678634059203,-0.02925173717300744,2.128711525630422,-0.011288474369578694,-2.1399999999999935
2010-05-31,-0.027235023041474626,0.005209216810145634,-0.0006056806182659358,2.0927733422879378,0.012773342287929701,-2.080000000000009
2010-06-30,0.005215053763440836,-0.0012508609777075463,0.01607030374764662,-4.311232021327275,-0.01123202132725254,4.3000000000000185
2010-07-31,0.05618279569892476,-0.003752128677284361,-0.005809897658645369,-0.8445300280968375,0.005469971903134585,0.8499999999999801
2010-08-31,-0.029032258064516148,0.0004087597831148315,-0.0029245917040174874,1.0151273865301746,0.00512738653018685,-1.009999999999998
2010-09-30,-0.002322580645161304,0.008012606585269921,0.0067223408328427325,1.9689113960656464,-0.011088603934349184,-1.9799999999999898
2010-10-31,-0.0072258064516128595,-0.006533180046757181,0.0031511732985904928,0.01074729650258277,0.010747296502584991,0.0
2010-11-30,0.015107526881720401,-0.002292635757738637,-0.010684109488154903,-6.070037658290527,-0.010037658290539042,6.059999999999992
2010-12-31,-0.020569892473118273,-0.001128734042541879,0.023684869428512556,14.201172624201277,0.001172624201279504,-14.2
2011-01-31,0.010419354838709677,-0.003406582628752375,-0.05687222736790609,-12.284359009424097,0.01564099057589763,12.299999999999994
2011-02-28,0.006968509984638993,0.025034289275815524,0.05003201923480027,2.178464252542348,-0.02153574745763276,-2.199999999999978
2011-03-31,-0.009711981566820238,-0.02143844277043172,-0.008776519466671573,0.07005471294070986,0.010054712940699595,-0.060000000000016485
2011-04-30,-0.016158986175115214,-0.007008446392532619,-0.012995599060811713,0.0034281728848419846,0.003428172884833103,0.0
2011-05-31,0.05921428571428569,0.01407822593083985,0.002505137239973365,2.7231164769934466,-0.006883523006535608,-2.7299999999999898
2011-06-30,-0.03432258064516126,-0.0026949282374442163,0.011052436139230792,-3.642702938753043,-0.00270293875306038,3.6399999999999864
2011-07-31,-0.021419354838709714,-0.0013070383455353607,-0.0210511349595226,3.6521846499835924,0.01218464998360469,-3.6399999999999864
2011-08-31,0.06503225806451617,-0.0013212119216223783,0.012611791980324583,-2.7361694853165446,-0.006169485316553036,2.7299999999999898
2011-09-30,-0.08251612903225808,0.006340442029998172,0.021566067519987797,0.9021750267635333,-0.007824973236462807,-0.9099999999999966
2011-10-31,0.0350967741935484,-0.009032178789563972,-0.01975311151540282,1.7717355969319222,0.011735596931927716,-1.7599999999999945
2011-11-30,0.025258064516128997,0.015847905097738035,-0.008569678234982447,-1.8370611317961867,0.0029388682037954084,1.839999999999982
2011-12-31,-0.04345161290322576,-0.0226653823732903,0.05156428107688704,-0.8057609318448549,-0.01576093184483529,0.7900000000000205
2012-01-31,0.03945161290322577,0.005692117736199265,-0.09013453706909225,1.6355294652731942,0.01552946527318877,-1.6200000000000045
2012-02-29,-0.008174638487207994,0.019657061897657258,0.06086818596067545,-2.328822594281533,-0.018822594281537874,2.3099999999999916
2012-03-31,-0.010411568409343708,-0.016866227480569762,-0.030586610162712802,2.3293008464736644,0.019300846473657707,-2.310000000000006
2012-04-30,-0.011545420837968112,-0.010658639321333041,0.04615280795389509,-1.5095858541410934,-0.009585854141076933,1.5000000000000213
2012-05-31,0.01433592880978865,0.021712842063024596,-0.03440300264027307,0.7506915095386617,0.0006915095386568204,-0.7500000000000107
2012-06-30,-0.014526881720430124,-0.006251883398704194,0.010883665184810098,0.003364130936592602,0.003364130936587717,0.0
2012-07-31,-0.0004623655913978397,-0.0028717194404830337,-0.016240709793116537,-0.0021665231889187453,-0.0021665231889147485,0.0
2012-08-31,-0.007903225806451614,-0.0022979989936828815,0.009665920672111028,0.7284829989862551,-0.001517001013742636,-0.7299999999999969
2012-09-30,0.055247311827957,0.01336547772680241,0.009661708254970591,0.6156307363591065,0.005630736359102606,-0.6100000000000048
2012-10-31,-0.03429032258064518,-0.019883884728859158,-0.0003202611066335237,-3.4117760438593425,-0.0017760438593446004,3.41
2012-11-30,-0.013752688172042976,0.01702294963676465,-0.008764759161653757,2.707748934620362,-0.012251065379633719,-2.7199999999999953
2012-12-31,0.01334408602150533,-0.018704266355046073,-0.0028669464616903895,-2.6061369517943085,0.01386304820568851,2.619999999999994
2013-01-31,-0.027354838709677393,0.013493170182854897,0.006990279500115548,2.602876226664902,0.0028762266648976187,-2.5999999999999996
