DATE,$FFR$ Diff-in-Diff,$C/A$ Diff-in-Diff,$LF$ Diff-in-Diff,$U_{Loss}$ Diff-in-Diff,$\pi_{Loss}$ Diff-in-Diff
2006-09-30,-0.3863333333333334,0.8194619975689506,-0.021175489280529924,0.3100000000000006,0.28882451071947063
2006-10-31,-0.5525806451612905,-0.2610578807017845,-0.38259303881348405,0.49000000000000005,0.10740696118651605
2006-11-30,-0.8203333333333336,-0.7763912816783858,-0.4127155293505903,0.3100000000000006,-0.10271552935058974
2006-12-31,-0.9199999999999999,0.4402023911304269,-0.5332028045382483,0.48000000000000015,-0.05320280453824819
2007-01-31,-1.0425806451612907,-1.248872653446881,-0.33127612555193314,0.5699999999999995,0.2387238744480664
2007-02-28,-1.2221428571428588,-1.7840755188156692,-0.32800492677647924,0.6300000000000009,0.3019950732235216
2007-03-31,-1.2929032258064508,-1.5606037351926147,-0.2474503149253331,0.4000000000000002,0.15254968507466712
2007-04-30,-1.5460000000000007,-1.7510017852116277,-0.6145378939661591,0.4100000000000001,-0.20453789396615887
2007-05-31,-1.624516129032258,-2.4748514009770446,-0.6265115258499208,0.3299999999999998,-0.296511525849921
2007-06-30,-1.6923333333333326,-0.721120112969956,-0.9430520069286472,0.24000000000000007,-0.7030520069286472
2007-07-31,-1.9493548387096782,-0.7231767588928903,-0.790940197732007,0.20999999999999994,-0.580940197732007
2007-08-31,-1.9709677419354832,-0.7219933140532646,-0.9633172806679051,0.09000000000000008,-0.873317280667905
2007-09-30,-1.9483333333333328,-2.209755601793077,-0.9756222259255367,0.2900000000000001,-0.6856222259255367
2007-10-31,-1.9554838709677425,-0.41318179955646883,-0.7006613700166037,0.30999999999999994,-0.3906613700166037
2007-11-30,-2.005666666666667,-0.29385715388103506,-0.2456183304650278,0.2900000000000001,0.04438166953497227
2007-12-31,-2.074516129032258,-1.7596467494657162,-0.38715439101407784,0.43000000000000016,0.042845608985922295
2008-01-31,-2.2712903225806444,-2.4268947664322837,-0.7131375830815168,0.27000000000000024,-0.4431375830815165
2008-02-29,-3.045738916256157,0.8289236078404087,-0.8454355699357832,0.25000000000000017,-0.595435569935783
2008-03-31,-3.313870967741936,0.10363137963430802,-0.649799274346901,0.41999999999999954,-0.2297992743469014
2008-04-30,-3.430666666666667,-0.1057109223084467,-0.24194901538360714,0.2900000000000001,0.04805098461639294
2008-05-31,-3.588387096774194,0.8920022551548925,-0.662551380789284,0.8400000000000004,0.17744861921071647
2008-06-30,-3.5160000000000013,-1.2720968790242608,-0.7983914191292905,1.1999999999999993,0.4016085808707091
2008-07-31,-3.2719354838709664,-1.5345317245948138,-1.2954006695392875,1.6499999999999995,0.3545993304607119
2008-08-31,-2.801612903225807,-1.5676606226370495,-2.0829266838786182,2.579999999999999,0.49707331612138084
2008-09-30,-2.8096666666666668,-8.082332913424551,-2.1321300825688736,2.4799999999999986,0.3478699174311251
2008-10-31,-3.296451612903225,-42.73626421837836,-3.864470734879852,3.91,0.045529265120147794
2008-11-30,-3.339999999999999,-51.428231003584045,-5.72609744058144,5.209999999999999,-0.5160974405814418
2008-12-31,-3.095806451612904,-51.90929887931696,-8.30206989710217,7.329999999999999,-0.9720698971021707
2009-01-31,-2.4780645161290327,-45.20430477650707,-11.421898623269646,10.399999999999999,-1.021898623269647
2009-02-28,-0.480307881773399,-44.35350385441643,-15.057804003617676,14.120000000000005,-0.9378040036176707
2009-03-31,0.21677419354838712,-45.257375332971385,-18.35515056538628,16.909999999999993,-1.4451505653862842
2009-04-30,0.8433333333333337,-47.960910575445226,-20.866286789801627,19.75,-1.1162867898016304
2009-05-31,1.4741935483870972,-48.231420116120574,-23.805731249158907,22.380000000000003,-1.4257312491589
2009-06-30,1.458333333333334,-46.14460065934361,-24.321349879168114,22.59,-1.7313498791681106
2009-07-31,1.3948387096774186,-44.66900384952652,-23.66755673359285,21.660000000000004,-2.007556733592853
2009-08-31,1.1896774193548387,-44.93414664927509,-22.814573683240294,20.9,-1.9145736832402893
2009-09-30,1.4613333333333332,-29.813850194008026,-24.630880207374886,23.01000000000001,-1.620880207374876
2009-10-31,2.934838709677419,36.49294377342346,-22.566896008579246,22.29,-0.2768960085792449
2009-11-30,3.8303333333333325,54.0711444457811,-18.15508795534747,18.620000000000005,0.4649120446525369
2009-12-31,4.0522580645161295,55.2652001132989,-12.317388205565045,13.730000000000004,1.4126117944349579
2010-01-31,3.7419354838709675,45.02862983961061,-4.223102781527608,6.560000000000011,2.3368972184724024
2010-02-28,2.662832512315271,38.22231804725446,3.0189036566734693,-0.6300000000000026,2.388903656673465
2010-03-31,2.413548387096774,41.561430762030255,8.801567808980636,-5.759999999999984,3.0415678089806555
2010-04-30,2.176,46.87961766977925,13.232575581090188,-11.089999999999996,2.1425755810901963
2010-05-31,1.8241935483870966,46.83850225783392,23.86421469318726,-21.20000000000001,2.664214693187247
2010-06-30,1.765,43.92659602252722,27.907256371711984,-24.779999999999994,3.1272563717119883
2010-07-31,1.8806451612903228,42.146003646020624,27.85756868153564,-24.299999999999997,3.5575686815356473
2010-08-31,1.8651612903225807,42.95902439093761,27.8071074739409,-24.459999999999997,3.347107473940899
2010-09-30,1.713,37.89968923936252,31.38392339357085,-28.620000000000015,2.7639233935708334
2010-10-31,0.9245161290322581,6.591215547526794,32.66540174733008,-32.489999999999995,0.17540174733008285
2010-11-30,0.3440000000000001,-2.1308387199199075,24.578846337116293,-24.94,-0.36115366288370343
2010-12-31,0.10225806451612901,-2.8727817329781757,26.283636479066637,-27.44,-1.1563635209333625
2011-01-31,0.10258064516129034,1.984096601933338,22.35802851749685,-24.13000000000002,-1.7719714825031672
2011-02-28,0.12607142857142858,5.171247450195217,19.815314213824777,-21.49000000000001,-1.67468578617523
2011-03-31,-0.009677419354838734,2.9269613592465333,18.380566720972265,-20.430000000000014,-2.0494332790277516
2011-04-30,-0.14833333333333334,0.0033169021246806096,15.714190753317094,-16.91000000000001,-1.1958092466829209
2011-05-31,-0.13,-0.8300456587788219,6.410862034458699,-7.759999999999991,-1.3491379655412945
2011-06-30,-0.05499999999999998,-0.25493732473400854,0.442617180063845,-1.8600000000000136,-1.41738281993617
2011-07-31,-0.13838709677419353,-0.16017006341409257,1.371897829028903,-2.7700000000000102,-1.398102170971109
2011-08-31,-0.12258064516129034,-0.8084836511474407,2.5731559335796845,-3.740000000000002,-1.1668440664203166
2011-09-30,-0.15866666666666662,-3.2863312880326347,0.9961532343642006,-1.659999999999993,-0.6638467656357925
2011-10-31,-0.19387096774193546,-4.720653074424284,0.3316138928348913,0.7199999999999953,1.0516138928348877
2011-11-30,-0.18866666666666665,-4.26711646175692,11.33363502449253,-10.210000000000012,1.123635024492513
2011-12-31,-0.17677419354838708,-3.3319081016700736,2.4632089363242535,-0.9200000000000088,1.5432089363242425
2012-01-31,-0.14483870967741935,-2.5964459512458262,1.2299694907309604,0.21000000000001862,1.4399694907309781
2012-02-29,-0.08334975369458128,-1.1121312073527747,-0.8818231753480248,2.030000000000012,1.1481768246519874
2012-03-31,0.013870967741935497,1.109268062767086,-1.1631638031946672,2.349999999999998,1.1868361968053311
2012-04-30,0.14166666666666666,2.9660620596996807,0.04189579498969742,0.5300000000000047,0.5718957949897038
2012-05-31,0.16870967741935486,4.793117792754607,1.090343728693128,-0.8000000000000078,0.2903437286931241
2012-06-30,0.15433333333333332,6.6419767135197105,4.734462048123843,-4.619999999999994,0.11446204812384905
2012-07-31,0.1970967741935484,7.735428079071902,2.6091963443583435,-2.8000000000000007,-0.19080365564165558
2012-08-31,0.13,7.992683060686325,2.1195899013643285,-2.5400000000000027,-0.4204100986356755
2012-09-30,0.17099999999999999,8.602636133435809,4.066912241190829,-4.610000000000001,-0.5430877588091694
2012-10-31,0.2083870967741935,8.80431558744916,1.3505261930795331,-2.080000000000007,-0.729473806920473
2012-11-30,0.193,7.402820428154449,-5.469906026062413,4.7100000000000115,-0.7599060260623973
2012-12-31,0.20451612903225805,7.037297875885287,-3.5874448884340033,2.6000000000000085,-0.9874448884339931
2013-01-31,0.14709677419354839,5.7602439058569175,-5.468092130632321,4.529999999999987,-0.9380921306323347
2013-02-28,0.09419950738916258,3.650829692550573,-2.411063421986718,1.6099999999999923,-0.8010634219867253
2013-03-31,0.028709677419354845,-0.12625180045646545,-2.7450609923557963,1.8700000000000117,-0.8750609923557842
2013-04-30,-0.03566666666666668,-2.8222947883527496,-4.089069584693762,3.390000000000006,-0.699069584693756
2013-05-31,-0.10870967741935487,-4.986234499248823,-2.36372844252881,1.8700000000000117,-0.49372844252879894
2013-06-30,-0.1376666666666667,-6.6631063015007115,-3.148049035002879,2.7800000000000082,-0.36804903500287
2013-07-31,-0.14935483870967742,-8.219214649537946,-0.9153675286286074,0.7100000000000106,-0.20536752862859736
2013-08-31,-0.08580645161290323,-9.584542443699611,-1.5673894405766013,1.6200000000000063,0.05261055942340491
2013-09-30,-0.12466666666666668,-10.93211108048007,-5.790590615827551,5.760000000000003,-0.03059061582754989
2013-10-31,-0.1590322580645161,-11.857148957911221,-4.265640809401106,4.000000000000009,-0.26564080940109763
2013-11-30,-0.15600000000000003,-11.755596042542368,-2.191419787284878,2.0899999999999963,-0.10141978728488218
2013-12-31,-0.17225806451612902,-12.037427009829326,2.3558551903621625,-2.280000000000004,0.07585519036215835
2014-01-31,-0.13161290322580643,-11.214597365449965,5.77266621334954,-5.649999999999997,0.12266621334954295
2014-02-28,-0.11977832512315274,-9.100253641996417,1.293766411434973,-1.1999999999999984,0.09376641143497294
2014-03-31,-0.08225806451612905,-6.107481330871291,-0.1950062012530207,0.5299999999999949,0.33499379874697377
2014-04-30,-0.06033333333333331,-4.1218310804468,3.2178965462923212,-2.6400000000000006,0.5778965462923209
2014-05-31,0.02483870967741937,-2.463288353830947,1.6412677967170985,-1.0700000000000065,0.5712677967170907
2014-06-30,0.07000000000000002,-1.0622918740846146,2.1602334363175935,-1.750000000000007,0.41023343631758696
2014-07-31,0.062258064516129016,0.5171745310755789,-0.5281108007717812,0.8999999999999968,0.3718891992282153
2014-08-31,0.05451612903225807,2.4554216183974873,-0.7915956894630538,0.9399999999999942,0.14840431053694114
2014-09-30,0.07266666666666667,3.738847552678749,1.9445537294872839,-1.7300000000000022,0.21455372948728296
2014-10-31,0.07322580645161289,5.240106864889132,2.513097838765855,-2.2500000000000027,0.2630978387658538
2014-11-30,0.08400000000000003,6.741432416659006,-0.36369981868796275,0.40999999999999837,0.04630018131203471
2014-12-31,0.1167741935483871,7.7322513865579445,-3.233970580644802,3.09,-0.14397058064480178
2015-01-31,0.11419354838709675,8.095867486061394,-5.027589254888479,4.870000000000004,-0.1575892548884759
2015-02-28,0.12285714285714287,7.915536252323317,-1.5690719424501136,1.5600000000000005,-0.00907194245011278
2015-03-31,0.1003225806451613,7.152431005396579,-0.44446251883760945,0.129999999999999,-0.31446251883761034
2015-04-30,0.089,6.969195213259638,-5.228821516043306,4.639999999999997,-0.5888215160433083
2015-05-31,0.05806451612903228,6.735450248830837,-4.460790246587463,3.7300000000000004,-0.7307902465874616
2015-06-30,0.03133333333333334,6.290858368988715,-5.125679840344452,4.520000000000002,-0.6056798403444498
2015-07-31,0.04096774193548389,5.893863345502503,-3.33499164584293,2.549999999999998,-0.7849916458429314
2015-08-31,0.04483870967741936,5.3878208942605,-3.124876487423546,2.530000000000003,-0.5948764874235425
2015-09-30,0.039333333333333345,5.33194989130099,-4.23148688734261,3.619999999999999,-0.611486887342612
2015-10-31,0.03258064516129035,4.9781225763289605,-5.244767134554355,4.66,-0.5847671345543561
2015-11-30,0.01799999999999996,4.244691116183525,-3.1415562524359864,2.740000000000002,-0.40155625243598436
2015-12-31,0.08064516129032258,3.3569396949543275,-2.9837361647222376,2.6700000000000026,-0.31373616472223587
2016-01-31,0.18483870967741936,2.697814419838373,-1.4430506648149675,1.6199999999999974,0.17694933518503025
2016-02-29,0.22017241379310346,1.95009900663446,-2.905805272185737,3.000000000000001,0.09419472781426447
2016-03-31,0.21451612903225803,1.7079395017661163,-3.2032328170066995,3.4699999999999998,0.2667671829933005
2016-04-30,0.20633333333333326,1.2515817639840954,-1.1305070176125034,1.629999999999999,0.4994929823874951
2016-05-31,0.20580645161290323,1.0362076039712278,-0.1937971945292607,0.9100000000000008,0.7162028054707398
2016-06-30,0.21533333333333332,1.0067097184087146,-0.7632514936654908,1.4399999999999995,0.6767485063345088
2016-07-31,0.2219354838709678,0.9200849469505492,-0.9263894027591064,2.0,1.0736105972408936
2016-08-31,0.20870967741935487,0.6054648175230497,-0.9962881685498574,2.0,1.003711831450142
2016-09-30,0.21266666666666667,0.29689138269246484,-0.7237246028801803,1.710000000000001,0.9862753971198209
2016-10-31,0.2383870967741935,0.13901061085160293,0.11102047387415581,1.1000000000000008,1.2110204738741566
2016-11-30,0.2633333333333333,0.04410819664056831,0.11816309119604129,1.0100000000000002,1.1281630911960419
2016-12-31,0.18129032258064526,0.036469454507614074,0.4577076960579689,0.7499999999999993,1.2077076960579687
2017-01-31,0.07870967741935483,0.22487482314686957,-0.8439481668982813,1.3000000000000007,0.45605183310171943
2017-02-28,0.017155172413793107,0.22408274768077163,-0.33370972058891346,0.6899999999999994,0.3562902794110858
2017-03-31,0.1745161290322581,0.285835254326372,-0.04709832258849245,0.30000000000000066,0.25290167741150815
2017-04-30,0.29000000000000015,0.33472660367623064,-0.039113540659228896,0.08000000000000146,0.040886459340772674
2017-05-31,0.30032258064516126,0.22477206468118283,-1.1469763326884463,1.0199999999999996,-0.12697633268844669
2017-06-30,0.4136666666666668,0.07658609575197062,-0.3733927211481494,0.2799999999999991,-0.09339272114815031
2017-07-31,0.4977419354838707,0.027052897807465115,-0.7392533826587412,0.27000000000000035,-0.46925338265874084
2017-08-31,0.5016129032258063,0.1693945804483903,-0.6865179326991854,0.02999999999999911,-0.6565179326991861
2017-09-30,0.4966666666666663,0.41331120673883603,-0.26964223005669985,-0.2900000000000001,-0.5596422300567
2017-10-31,0.484516129032258,0.24599201550138972,-0.5774145942035717,-0.16000000000000045,-0.737414594203572
2017-11-30,0.46133333333333343,0.2184352234910527,-0.8796917995418562,0.18999999999999953,-0.6896917995418567
2017-12-31,0.46225806451612905,0.39222222713069854,-0.7882649754249638,0.009999999999999593,-0.7782649754249643
2018-01-31,0.4580645161290323,0.3273432630488422,-0.25223066647112113,-0.24000000000000027,-0.49223066647112135
2018-02-28,0.4791009852216748,0.7867575178297486,-0.367503638986412,-0.01999999999999985,-0.3875036389864118
2018-03-31,0.2961290322580645,0.7910732018000743,-0.2029222543670941,0.01999999999999988,-0.18292225436709414
2018-04-30,0.2656666666666665,0.8480568406962021,-0.2363402377497842,0.12999999999999948,-0.10634023774978466
2018-05-31,0.2503225806451612,1.1589453269505654,0.3801774148739507,-0.3800000000000005,0.00017741487395012134
2018-06-30,0.11733333333333307,1.5009027835933324,-0.05217383618197863,-0.009999999999999593,-0.06217383618197822
2018-07-31,0.00032258064516166307,1.7274817350389213,0.5003378736420607,-0.3200000000000002,0.1803378736420605
2018-08-31,-0.002580645161290196,2.0804156479867473,0.709553122383342,-0.3100000000000001,0.39955312238334195
2018-09-30,0.044333333333334,2.2200887554257136,0.5580977737916172,-0.30999999999999955,0.24809777379161768
2018-10-31,0.2764516129032262,2.6866636422189245,0.29901623055021576,-0.1500000000000002,0.14901623055021557
2018-11-30,0.29033333333333367,3.1372231167035523,0.40077231220227566,-0.27000000000000035,0.13077231220227525
2018-12-31,0.21096774193548384,3.245597609407774,0.12970899084858467,5.273559366969494e-16,0.1297089908485852
2019-01-31,0.2206451612903224,3.3688292846838195,-0.18297002018192599,0.2900000000000001,0.10702997981807409
2019-02-28,0.22178571428571425,3.1998628104960076,0.1298464799741434,-0.15999999999999975,-0.03015352002585634
2019-03-31,0.17903225806451628,3.307180782020673,-0.29931957749299054,-1.942890293094024e-16,-0.29931957749299076
2019-04-30,-0.06499999999999939,3.4326360474764783,0.13519418329394683,-0.31999999999999973,-0.184805816706053
2019-05-31,-0.10161290322580618,3.3680365031344905,-0.4527544122669921,0.16000000000000075,-0.2927544122669913
2019-06-30,-0.22166666666666623,3.0532966564646316,0.16867523387160427,-0.34999999999999987,-0.18132476612839554
2019-07-31,-0.26645161290322594,3.0344938894988545,-0.5718901372811549,0.30000000000000077,-0.2718901372811541
2019-08-31,-0.546774193548387,2.544772662890722,-0.5983474642182414,0.3300000000000009,-0.2683474642182406
2019-09-30,-0.7130000000000003,1.507701644070032,-0.49892224410731856,0.23999999999999932,-0.2589222441073192
2019-10-31,-1.3919354838709683,-1.0533112435126526,-0.2438014403009618,0.08000000000000079,-0.16380144030096094
2019-11-30,-1.6850000000000007,-2.601382581319747,-0.365665079129331,0.08000000000000079,-0.2856650791293302
2019-12-31,-1.6958064516129034,-3.9198221815967003,0.034384983712980655,-0.24999999999999992,-0.21561501628701923
2020-01-31,-1.8348387096774192,-4.863105430111688,0.6858314450334013,-0.75,-0.0641685549665986
2020-02-29,-1.7993965517241377,-5.654018101966777,0.3451150289115499,-0.17999999999999983,0.1651150289115502
2020-03-31,-2.651935483870968,-10.071581001107724,-0.4184715586282208,0.7200000000000006,0.3015284413717798
2020-04-30,-3.1060000000000008,-20.3989632934497,-106.39548582992191,105.41,-0.9854858299219122
2020-05-31,-3.031935483870968,-23.696320747860625,-77.50596728475394,76.81999999999998,-0.6859672847539482
2020-06-30,-2.8580000000000005,-24.5379507122219,-44.20892421004351,43.620000000000005,-0.5889242100435113
2020-07-31,-2.8032258064516125,-24.50122021177457,-33.61071947441589,33.279999999999994,-0.3307194744158902
2020-08-31,-2.241612903225807,-24.537484326401113,-16.2077330357425,16.0,-0.20773303574249627
2020-09-30,-2.041333333333333,-23.736479317845003,-12.938279205892753,12.920000000000002,-0.01827920589275124
2020-10-31,-1.381612903225806,-20.00423286944196,-7.071492604176656,6.890000000000001,-0.18149260417665553
2020-11-30,-0.8226666666666664,-18.508041136402618,-5.972778447796555,5.97,-0.002778447796555228
2020-12-31,-0.7377419354838708,-17.096779694534966,-6.104550658347433,6.1,-0.004550658347433456
2021-01-31,-0.6161290322580644,-15.894216610579988,-5.534154992334231,5.360000000000001,-0.17415499233422957
2021-02-28,-0.6904926108374387,-15.471959057421305,-4.7555836729614445,4.4,-0.3555836729614439
2021-03-31,1.1703225806451614,-8.046563319251415,-1.796799492066121,1.7799999999999994,-0.016799492066121163
2021-04-30,2.394666666666667,11.67301241227322,210.0715228154798,-206.64,3.4315228154798296
2021-05-31,2.3490322580645167,16.747035866529163,154.46552285889868,-150.49999999999997,3.9655228588987113
2021-06-30,2.3003333333333336,17.508664265171404,87.29268843237128,-83.35,3.942688432371285
2021-07-31,2.315806451612903,15.773439592481655,68.28575258302642,-64.80999999999999,3.4757525830264298
2021-08-31,2.027741935483871,15.269912666354074,33.609640589962986,-30.570000000000004,3.0396405899629797
2021-09-30,1.9423333333333335,14.85920145161488,27.26685230379183,-24.080000000000005,3.1868523037918255
2021-10-31,1.7287096774193547,13.260598502305335,17.69401150283113,-12.320000000000004,5.374011502831128
2021-11-30,1.4603333333333335,12.62457346227227,18.370248883120006,-10.580000000000002,7.790248883120007
2021-12-31,1.4506451612903226,12.505026645383857,19.607477832353855,-10.850000000000001,8.757477832353855
2022-01-31,1.4596774193548385,11.779128069505138,18.633590371117688,-8.470000000000002,10.163590371117687
2022-02-28,1.5116748768472907,12.15166912018616,18.66740403418755,-7.270000000000001,11.397404034187543
2022-03-31,0.7138709677419355,9.488397202472424,15.491026554822144,-5.319999999999999,10.171026554822143
2022-04-30,0.241,-0.09360918903080773,-93.7665602261404,98.72999999999999,4.963439773859596
