GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "53000","Washington",8,CAINC5N,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",197445687,201073137,209167846,224342927,232783787,253199891,274770444,289381122,277889805,285436747,302460806,324882731,330952568,355276626,376360823,397270635,423017231,451609165,484334162,522713789,574266835,586520188
 "53000","Washington",8,CAINC5N,20,"...","Population (persons) 2/","Number of persons",5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6743597,6830460,6904030,6974173,7068026,7180454,7315935,7446807,7548537,7638689,7724031,7740745,7785786
 "53000","Washington",8,CAINC5N,30,"...","Per capita personal income (dollars) ","Dollars",32986,33222,34267,36309,37202,39744,42524,44098,41679,42327,44281,47057,47454,50265,52415,54302,56805,59827,63405,67674,74188,75332
 "53000","Washington",8,CAINC5N,35,"...","Earnings by place of work ","Thousands of dollars",151171177,154039284,159146056,167535702,176977926,190023285,202974159,207957318,199248966,204545368,214437561,228960750,239837489,252297236,266493949,280695222,300620454,324710826,345166959,359586450,394134795,420116387
 "53000","Washington",8,CAINC5N,36,"..."," Less: Contributions for government social insurance 3/","Thousands of dollars",18148607,18483528,19253578,20481121,21791759,23178067,24441601,25040874,24811271,25461558,23936138,24695508,28921229,30389717,32083359,33515914,36103457,38229697,39722271,41652395,44622372,49098627
 "53000","Washington",8,CAINC5N,37,"...","  Employee and self-employed contributions for government social insurance ","Thousands of dollars",8318550,8551540,8799174,9261550,9916933,10816230,11593598,12064657,11878891,11981171,9813580,10237600,13820756,14529901,15399813,16299597,17670702,18959300,20157859,20968834,22492916,24780064
 "53000","Washington",8,CAINC5N,38,"...","  Employer contributions for government social insurance ","Thousands of dollars",9830057,9931988,10454404,11219571,11874826,12361837,12848003,12976217,12932380,13480387,14122558,14457908,15100473,15859816,16683546,17216317,18432755,19270397,19564412,20683561,22129456,24318563
 "53000","Washington",8,CAINC5N,42,"..."," Plus: Adjustment for residence 4/","Thousands of dollars",2375974,2431286,2566356,2765347,3032615,3441948,3665278,3681878,3394292,3240847,3524772,3608898,3580267,3533058,3825231,4108413,4261585,4603091,4749664,5196431,5531019,6188557
 "53000","Washington",8,CAINC5N,45,"..."," Equals: Net earnings by place of residence ","Thousands of dollars",135398544,137987042,142458834,149819928,158218782,170287166,182197836,186598322,177831987,182324657,194026195,207874140,214496527,225440577,238235821,251287721,268778582,291084220,310194352,323130486,355043442,377206317
 "53000","Washington",8,CAINC5N,46,"..."," Plus: Dividends, interest, and rent 5/","Thousands of dollars",36930190,36374419,38741164,46116414,44467981,50609938,57578629,62491784,54613247,52933367,58486853,66962766,65492932,74134732,81360172,86003882,92498552,95952066,105449315,106820365,116207367,122407089
 "53000","Washington",8,CAINC5N,47,"..."," Plus: Personal current transfer receipts ","Thousands of dollars",25116953,26711676,27967848,28406585,30097024,32302787,34993979,40291016,45444571,50178723,49947758,50045825,50963109,55701317,56764830,59979032,61740097,64572879,68690495,92762938,103016026,86906782
 "53000","Washington",8,CAINC5N,50,"..."," Wages and salaries ","Thousands of dollars",109689454,110402709,113055761,118019089,124544925,134854756,145288825,150203015,146266908,147840747,154768432,164073906,170535291,181584284,191714808,203646473,218430347,237183103,253892354,264863851,291843317,313713767
 "53000","Washington",8,CAINC5N,60,"..."," Supplements to wages and salaries ","Thousands of dollars",24576837,25282089,26999900,29404046,31273651,32046695,34752225,36970419,36249491,38236393,38204304,39503386,41514081,42846884,43977073,46119111,49139924,53163572,55458428,57472747,60825863,64228427
 "53000","Washington",8,CAINC5N,61,"...","  Employer contributions for employee pension and insurance funds 6/","Thousands of dollars",14746780,15350101,16545496,18184475,19398825,19684858,21904222,23994202,23317111,24756006,24081746,25045478,26413608,26987068,27293527,28902794,30707169,33893175,35894016,36789186,38696407,39909864
