GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "41000","Oregon",8,CAINC5N,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",99785736,101042146,104729621,110580697,116073359,126600112,132605592,138899921,134391819,137926267,145345124,152601501,154851248,165171917,177478055,186104953,197262336,210044887,219982662,239862474,262382376,264173844
 "41000","Oregon",8,CAINC5N,20,"...","Population (persons) 2/","Number of persons",3467937,3513424,3547376,3569463,3613202,3670883,3722417,3768748,3808600,3837611,3872655,3900071,3924064,3965387,4018466,4093179,4147186,4183414,4215976,4244795,4256301,4240137
 "41000","Oregon",8,CAINC5N,30,"...","Per capita personal income (dollars) ","Dollars",28774,28759,29523,30980,32125,34488,35624,36856,35286,35941,37531,39128,39462,41653,44166,45467,47565,50209,52178,56507,61646,62303
 "41000","Oregon",8,CAINC5N,35,"...","Earnings by place of work ","Thousands of dollars",77901978,78905274,81772378,86845383,91537854,98735902,102238122,103219309,97650217,99600403,103621439,109350438,113186077,118923010,127338274,134141547,142240444,151291613,159184930,164578004,180026304,190336242
 "41000","Oregon",8,CAINC5N,36,"..."," Less: Contributions for government social insurance 3/","Thousands of dollars",9449281,9627753,9950888,10655266,11250554,12031212,12536955,12706443,12192851,12550964,11569018,12112222,14202406,15042446,15901595,16633710,17836732,18599813,19590876,20018638,22950446,24898034
 "41000","Oregon",8,CAINC5N,37,"...","  Employee and self-employed contributions for government social insurance ","Thousands of dollars",4500813,4599729,4719582,5027310,5402491,5871811,6183712,6314123,6059296,6157806,5079112,5274004,7014144,7470987,7957296,8398411,9008711,9565154,10164705,10474118,12378874,13636014
 "41000","Oregon",8,CAINC5N,38,"...","  Employer contributions for government social insurance ","Thousands of dollars",4948468,5028024,5231306,5627956,5848063,6159401,6353243,6392320,6133555,6393158,6489906,6838218,7188262,7571459,7944299,8235299,8828021,9034659,9426171,9544520,10571572,11262020
 "41000","Oregon",8,CAINC5N,42,"..."," Plus: Adjustment for residence 4/","Thousands of dollars",-2110990,-2189172,-2366127,-2591999,-2883256,-3274117,-3545384,-3666642,-3489867,-3370367,-3702406,-3913393,-3905863,-3886591,-4140229,-4527095,-4731829,-5114333,-5467864,-5990037,-6351272,-7168124
 "41000","Oregon",8,CAINC5N,45,"..."," Equals: Net earnings by place of residence ","Thousands of dollars",66341707,67088349,69455363,73598118,77404044,83430573,86155783,86846224,81967499,83679072,88350015,93324823,95077808,99993973,107296450,112980742,119671883,127577467,134126190,138569329,150724586,158270084
 "41000","Oregon",8,CAINC5N,46,"..."," Plus: Dividends, interest, and rent 5/","Thousands of dollars",18791638,18132975,19015236,20252934,21000342,24165114,26029006,28343199,25343237,24965472,27308541,29617561,29021964,31534990,34295701,36143897,39435622,42021923,43014685,44335883,48851668,50824175
 "41000","Oregon",8,CAINC5N,47,"..."," Plus: Personal current transfer receipts ","Thousands of dollars",14652391,15820822,16259022,16729645,17668973,19004425,20420803,23710498,27081083,29281723,29686568,29659117,30751476,33642954,35885904,36980314,38154831,40445497,42841787,56957262,62806122,55079585
 "41000","Oregon",8,CAINC5N,50,"..."," Wages and salaries ","Thousands of dollars",55728283,55853259,57246646,60498695,64329116,68963196,72686588,73776986,69789201,70864510,73913575,77113080,80131781,85061069,91061601,95882084,101333595,107247100,112996178,115834990,126325259,135183634
 "41000","Oregon",8,CAINC5N,60,"..."," Supplements to wages and salaries ","Thousands of dollars",14318377,14620295,15395627,16242165,16929974,18029242,18850005,19168682,18935705,18785938,19074376,20553084,20862482,21038903,22125235,22905534,24538881,26247948,27645252,28547721,31015477,31913044
