GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "08000","Colorado",7,CAINC5N,10,"...","Personal income (thousands of dollars) ","Thousands of dollars",154066732,154492308,157405310,163568499,174247768,188197016,200611172,210065766,200170034,206053394,223873871,236032969,247816736,268453081,279696008,283678694,303366730,328112736,351373238,375157839,417967655,442213009
 "08000","Colorado",7,CAINC5N,20,"...","Population (persons) 2/","Number of persons",4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5047005,5119188,5188703,5263512,5342996,5442196,5529161,5600169,5677250,5735934,5784865,5811297,5839926
 "08000","Colorado",7,CAINC5N,30,"...","Per capita personal income (dollars) ","Dollars",34812,34405,34757,35753,37619,39869,41760,42961,40258,40827,43732,45490,47082,50244,51394,51306,54171,57794,61258,64852,71923,75722
 "08000","Colorado",7,CAINC5N,35,"...","Earnings by place of work ","Thousands of dollars",122914630,123170081,124753808,129772400,137463612,146424160,153495186,156950658,148344662,152004886,160960050,169705657,183164874,197626780,202604679,204024316,219576568,237094549,252862733,259750429,287172345,314516590
 "08000","Colorado",7,CAINC5N,36,"..."," Less: Contributions for government social insurance 3/","Thousands of dollars",12313813,12751739,12981943,13869965,14724035,15588510,16427521,17110598,16484335,16664254,15793410,16569795,19241517,20675684,21822137,22564085,23931787,25514129,26928527,27612277,29839784,33660003
 "08000","Colorado",7,CAINC5N,37,"...","  Employee and self-employed contributions for government social insurance ","Thousands of dollars",6454529,6455364,6543243,6891160,7299510,7834041,8368608,8747327,8525469,8592307,7081535,7424153,9943712,10644138,11240802,11672544,12491911,13556180,14317007,14762946,15983230,18158144
 "08000","Colorado",7,CAINC5N,38,"...","  Employer contributions for government social insurance ","Thousands of dollars",5859284,6296375,6438700,6978805,7424525,7754469,8058913,8363271,7958866,8071947,8711875,9145642,9297805,10031546,10581335,10891541,11439876,11957949,12611520,12849331,13856554,15501859
 "08000","Colorado",7,CAINC5N,42,"..."," Plus: Adjustment for residence 4/","Thousands of dollars",308776,339390,363585,398419,429429,476006,505221,522946,563230,663121,826975,1027112,1183110,1231956,1231849,1203773,1319329,1345575,1386494,1378709,1552940,1626364
 "08000","Colorado",7,CAINC5N,45,"..."," Equals: Net earnings by place of residence ","Thousands of dollars",110909593,110757732,112135450,116300854,123169006,131311656,137572886,140363006,132423557,136003753,145993615,154162974,165106467,178183052,182014391,182664004,196964110,212925995,227320700,233516861,258885501,282482951
 "08000","Colorado",7,CAINC5N,46,"..."," Plus: Dividends, interest, and rent 5/","Thousands of dollars",29802408,28893212,29686593,31026577,33530211,38032405,42845774,46179005,41616333,40456902,47329627,51169171,50846023,55932733,60292298,62079665,66362952,71709210,78323761,80042011,90178268,98386370
 "08000","Colorado",7,CAINC5N,47,"..."," Plus: Personal current transfer receipts ","Thousands of dollars",13354731,14841364,15583267,16241068,17548551,18852955,20192512,23523755,26130144,29592739,30550629,30700824,31864246,34337296,37389319,38935025,40039668,43477531,45728777,61598967,68903886,61343688
 "08000","Colorado",7,CAINC5N,50,"..."," Wages and salaries ","Thousands of dollars",89129887,88062045,89251590,93549587,98773562,105648320,112524873,116709488,112227235,113670326,118414655,124946815,129521070,138626292,146578312,151168319,160939716,170789926,182961684,187833874,205570425,224332224
 "08000","Colorado",7,CAINC5N,60,"..."," Supplements to wages and salaries ","Thousands of dollars",18188861,18561799,19469465,20435847,21828163,22228499,22924600,23716061,24393799,24614591,24599165,25824092,27373320,29270739,29954529,30826240,32278499,34755014,36333965,36641437,39167074,41256048
 "08000","Colorado",7,CAINC5N,61,"...","  Employer contributions for employee pension and insurance funds 6/","Thousands of dollars",12329577,12265424,13030765,13457042,14403638,14474030,14865687,15352790,16434933,16542644,15887290,16678450,18075515,19239193,19373194,19934699,20838623,22797065,23722445,23792106,25310520,25754189
 "08000","Colorado",7,CAINC5N,62,"...","  Employer contributions for government social insurance ","Thousands of dollars",5859284,6296375,6438700,6978805,7424525,7754469,8058913,8363271,7958866,8071947,8711875,9145642,9297805,10031546,10581335,10891541,11439876,11957949,12611520,12849331,13856554,15501859
